SurveyNumber	SubjectId	ChoiceSet	Route	Origin	OriginCityCode	OriginCityName	Destination	DestinationCityCode	DestinationCityName	DepartureDate	DepartureDay	DepartureTime	ReturnDate	ReturnDay	ReturnTime	Duration	FirstSearchDate	SearchDate	SearchDay	DaysFromDeparture	SideStepReturnCustomer	RouteGroup	OriginGMT	DestinationGMT	TimeZoneChanges	Direction	FlyingTime	LocalFlyingTime	Distance	BadOD	q01_OwnFlight	q02_TripPurpose	q03_WhoPays	q04_Reimbursed	q05_MostAttractive	q06_LeastAttractive	q07_CancelTrip	q08_OtherMode	q09_RoundTrips	q10_RoundTripsForOD	q11_DepartureOrArrivalIsImportant	q12_IdealDepTime	q13_IdealArrTime	q14_PartySize	q15_Age	q16_Income	q17_Gender	q18_ZipCode	q19_Occupation	q20_Education	AirlineFirstFlight_1	AirlineFirstFlight_2	AirlineFirstFlight_3	AirlineSecondFlight_1	AirlineSecondFlight_2	AirlineSecondFlight_3	AirplaneFirstFlight_1	AirplaneFirstFlight_2	AirplaneFirstFlight_3	AirplaneSecondFlight_1	AirplaneSecondFlight_2	AirplaneSecondFlight_3	DepartureTimeHours_1	DepartureTimeHours_2	DepartureTimeHours_3	DepartureTimeMins_1	DepartureTimeMins_2	DepartureTimeMins_3	StopTime_1	StopTime_2	StopTime_3	ArrivalTimeHours_1	ArrivalTimeHours_2	ArrivalTimeHours_3	ArrivalTimeMins_1	ArrivalTimeMins_2	ArrivalTimeMins_3	FlyingTimeHours_1	FlyingTimeHours_2	FlyingTimeHours_3	FlyingTimeMins_1	FlyingTimeMins_2	FlyingTimeMins_3	TripTimeHours_1	TripTimeHours_2	TripTimeHours_3	TripTimeMins_1	TripTimeMins_2	TripTimeMins_3	Legroom_1	Legroom_2	Legroom_3	OneWayFare_1	OneWayFare_2	OneWayFare_3	Fare_1	Fare_2	Fare_3	BestAlternative_1	BestAlternative_2	BestAlternative_3	WorstAlternative_1	WorstAlternative_2	WorstAlternative_3	TripPurpose	WhoIsPaying	Reimbursed
1099	47	244	8	19	20	15	16	16	13	16430	5	1	16433	1	1	4	16335	16335	1	95	0	1	360	480	2	0	270	150	1855	0	1	2	1	2	1	2	0	99	2	-1	2	-1	1080	1	2	2	2	40	5	6	4	3	3	-1	-1	1	6	5	7	-1	7	5	10.5	13.5	7.5	630	810	450	0	4	1	13	18.5	11	780	1110	660	4.5	5	5	270	300	300	4.5	7	5.5	270	420	330	2	2	2	230	230	230	315	330	295	1	0	0	0	1	0	2	1	2
1145	48	35	29	2	2	2	19	20	15	16340	6	11	16342	1	11	3	16335	16335	1	5	0	1	480	360	-2	2	236	356	1752	0	1	1	2	0	1	2	2	99	21	-1	2	-1	990	1	3.5	8	2	41	4	6	5	1	6	-1	-1	7	6	7	2	-1	5	7	11	11	10	660	660	600	0	4	3	16.9333	19.4333	17.9333	1016	1166	1076	3.93333	4.43333	4.43333	236	266	266	3.93333	6.43333	5.93333	236	386	356	2	1	1	182	182	182	435	455	410	1	0	0	0	1	0	1	2	0
1158	49	144	7	16	16	13	17	18	14	16385	2	1	16387	4	19	3	16335	16335	1	50	0	1	480	300	-3	2	299	479	2436	0	1	1	2	0	1	2	2	99	21	-1	1	600	-1	1	3.5	11	2	13	99	99	3	9	1	-1	-1	4	3	6	3	-1	5	3	12	8	8	720	480	480	0	1	3	19.9833	16.9833	17.9833	1199	1019	1079	4.98333	5.48333	5.48333	299	329	329	4.98333	5.98333	6.98333	299	359	419	1	4	1	385	385	385	550	665	550	1	0	0	0	1	0	1	2	0
1161	50	200	30	0	0	0	3	3	3	16377	1	2	16380	4	2	4	16335	16335	1	42	0	1	300	480	3	0	370	190	2487	0	1	1	2	0	1	2	1	4	2	-1	1	765	-1	1	3.5	1	1	42	2	6	3	3	2	-1	-1	7	7	2	1	-1	2	6	7	9	7	420	540	420	0	2	4	10.1667	13.6667	12.6667	610	820	760	6.16667	6.66667	6.66667	370	400	400	6.16667	7.66667	8.66667	370	460	520	2	3	1	237	237	237	395	375	430	1	0	0	0	1	0	1	2	0
1164	51	122	14	16	16	13	3	3	3	16435	3	19	16438	6	13	4	16335	16371	2	64	1	1	480	480	0	1	118	118	669	0	1	2	1	2	2	3	2	99	5	-1	2	-1	660	2	3.5	6	1	43	2	6	3	6	6	-1	-1	3	6	2	7	-1	5	2	9	18	9	540	1080	540	0	2	3	10.9667	21.4667	12.9667	658	1288	778	1.96667	2.46667	2.46667	118	148	148	1.96667	3.46667	3.96667	118	208	238	3	1	4	99	99	99	165	135	165	0	1	0	0	0	1	2	1	2
1198	52	200	13	24	24	19	14	15	12	16508	6	1	16515	6	1	8	16335	16335	1	173	0	1	300	300	0	1	151	151	857	0	1	2	1	2	1	3	2	99	4	-1	1	420	-1	1	5	10	2	44	2	5	3	3	2	-1	-1	7	7	2	1	-1	2	6	7.5	10.5	7.5	450	630	450	0	2	4	10.0167	14.5167	12.5167	601	871	751	2.51667	3.01667	3.01667	151	181	181	2.51667	4.01667	5.01667	151	241	301	2	3	1	111	111	111	185	175	200	1	0	0	0	0	1	2	1	2
1294	53	171	31	27	20	15	9	9	8	16373	4	0	16375	6	11	3	16335	16335	1	38	0	1	360	300	-1	2	117	177	593	0	1	2	1	2	1	3	1	3	3	-1	2	-1	600	2	5	10	2	45	2	6	6	4	2	-1	-1	3	4	4	2	-1	4	4	18	13.5	15	1080	810	900	0	2	2	20.95	17.95	19.45	1257	1077	1167	1.95	2.45	2.45	117	147	147	1.95	3.45	3.45	117	207	207	3	1	1	111	111	111	350	350	350	1	0	0	0	0	1	2	1	2
1352	54	135	23	9	9	8	12	12	10	16341	0	0	16345	4	11	5	16335	16335	1	6	0	1	300	360	1	0	134	74	715	0	1	1	2	0	2	3	2	99	21	-1	2	-1	-1	2	5	9	1	46	3	3	4	10	5	-1	-1	1	7	2	7	-1	7	4	12	9	18	720	540	1080	0	1	3	13.2333	11.2333	21.2333	794	674	1274	2.23333	2.73333	2.73333	134	164	164	2.23333	3.23333	4.23333	134	194	254	3	3	4	151	151	151	325	435	400	0	1	0	0	0	1	1	2	0
1407	55	243	6	13	13	11	14	15	12	16408	4	1	16418	0	1	11	16335	16335	1	73	0	1	360	300	-1	2	188	248	1304	0	1	2	1	2	3	2	1	4	4	-1	1	660	-1	1	6	99	2	47	2	6	6	2	3	-1	-1	6	8	1	1	-1	4	6	11	7	10	660	420	600	0	1	2	15.1333	12.1333	15.6333	908	728	938	3.13333	3.63333	3.63333	188	218	218	3.13333	4.13333	4.63333	188	248	278	1	4	4	131	131	131	395	475	335	0	0	1	0	1	0	2	1	2
1423	56	188	30	0	0	0	3	3	3	16418	0	1	16425	0	1	8	16335	16335	1	83	0	1	300	480	3	0	370	190	2487	0	1	2	1	2	2	3	1	4	15	-1	2	-1	900	2	3.5	99	2	48	2	7	5	1	6	-1	-1	7	1	5	6	-1	1	4	14	10	8	840	600	480	0	2	2	17.1667	14.6667	12.6667	1030	880	760	6.16667	6.66667	6.66667	370	400	400	6.16667	7.66667	7.66667	370	460	460	1	2	4	237	237	237	570	455	570	0	1	0	0	0	1	2	1	2
1441	57	241	15	16	16	13	25	26	20	16372	3	1	16375	6	1	4	16335	16335	1	37	0	1	480	300	-3	2	320	500	2567	0	1	2	1	2	1	3	2	99	5	-1	1	1320	-1	3	3.5	8	2	49	5	5	6	8	7	-1	-1	5	1	8	5	-1	7	2	9	10	9	540	600	540	0	4	3	17.3333	20.8333	19.3333	1040	1250	1160	5.33333	5.83333	5.83333	320	350	350	5.33333	7.83333	7.33333	320	470	440	3	4	2	338	338	338	1120	1170	1220	1	0	0	0	0	1	2	1	2
1443	58	71	11	3	3	3	23	23	18	16344	3	9	16349	1	9	6	16335	16335	1	9	0	1	480	480	0	1	55	55	222	0	1	2	1	2	1	2	2	99	7	-1	2	-1	570	1	3.5	8	2	50	5	5	9	11	4	-1	-1	11	7	4	2	-1	4	4	12	15	9	720	900	540	0	4	3	12.9167	18.4167	11.9167	775	1105	715	0.916667	1.41667	1.41667	55	85	85	0.916667	3.41667	2.91667	55	205	175	4	2	4	61	61	61	95	105	90	1	0	0	0	1	0	2	1	2
1455	59	179	14	16	16	13	3	3	3	16339	5	1	16342	1	1	4	16335	16335	1	4	0	1	480	480	0	1	118	118	669	0	1	0	1	2	1	2	2	99	5	-1	1	690	-1	1	6	10	1	51	1	3	2	7	4	-1	-1	6	3	3	8	-1	2	2	7.5	7.5	9	450	450	540	0	4	2	9.46667	11.9667	12.4667	568	718	748	1.96667	2.46667	2.46667	118	148	148	1.96667	4.46667	3.46667	118	268	208	2	1	4	99	99	99	230	230	200	1	0	0	0	1	0	0	1	2
1539	60	24	10	22	22	17	12	12	10	16398	1	20	16402	5	20	5	16335	16335	1	63	0	1	420	360	-1	2	111	171	656	0	1	2	1	2	1	2	2	99	8	-1	0	-1	-1	4	6	11	2	52	1	7	5	3	1	-1	-1	5	8	3	1	-1	7	5	9	18	18	540	1080	1080	0	2	2	11.85	22.35	22.35	711	1341	1341	1.85	2.35	2.35	111	141	141	1.85	3.35	3.35	111	201	201	3	1	1	159	159	159	575	550	430	1	0	0	0	1	0	2	1	2
1553	61	74	14	16	16	13	3	3	3	16336	2	1	-1	-1	6	-1	16335	16335	1	1	0	1	480	480	0	1	118	118	669	0	1	1	2	0	1	3	2	99	21	-1	1	720	-1	1	3.5	1	1	53	1	7	7	1	2	-1	-1	5	1	3	8	-1	8	4	18	16.5	18	1080	990	1080	0	3	2	19.9667	20.4667	21.4667	1198	1228	1288	1.96667	2.46667	2.46667	118	148	148	1.96667	3.96667	3.46667	118	238	208	2	3	4	99	99	99	315	270	345	1	0	0	0	0	1	1	2	0
1555	62	180	21	2	2	2	25	26	20	16430	5	21	16437	5	1	8	16335	16335	1	95	0	1	480	300	-3	2	318	498	2456	0	1	2	1	2	1	3	1	4	0	-1	1	1320	-1	5	3.5	10	2	54	1	3	9	6	3	-1	-1	6	7	3	3	-1	1	7	12	10	13	720	600	780	0	1	2	20.3	19.3	22.8	1218	1158	1368	5.3	5.8	5.8	318	348	348	5.3	6.3	6.8	318	378	408	4	1	3	294	294	294	810	775	885	1	0	0	0	0	1	2	1	2
1564	63	197	9	19	20	15	21	21	16	16399	2	22	16403	6	23	5	16335	16335	1	64	0	1	360	480	2	0	254	134	1730	0	1	2	1	2	2	3	2	99	15	-1	1	480	-1	2	3.5	8	1	55	2	6	8	3	8	-1	-1	2	7	2	8	-1	5	8	18	10.5	13.5	1080	630	810	0	1	1	20.2333	13.7333	16.7333	1214	824	1004	4.23333	4.73333	4.73333	254	284	284	4.23333	5.23333	5.23333	254	314	314	4	2	1	179	179	179	620	515	485	0	1	0	0	0	1	2	1	2
1588	64	248	6	13	13	11	14	15	12	16338	4	1	16342	1	1	5	16335	16335	1	3	0	1	360	300	-1	2	188	248	1304	0	1	4	2	0	2	3	2	99	10	-1	1	1200	-1	2	3.5	6	2	56	2	6	4	7	3	-1	-1	5	2	7	8	-1	1	6	10	12	8	600	720	480	0	3	1	14.1333	18.1333	13.1333	848	1088	788	3.13333	3.63333	3.63333	188	218	218	3.13333	5.13333	4.13333	188	308	248	2	4	2	131	131	131	380	295	365	0	1	0	0	0	1	4	2	0
1607	65	140	18	29	29	21	16	16	13	16376	0	24	16377	1	20	2	16335	16355	0	21	1	1	300	480	3	0	346	166	2451	0	1	1	3	0	1	3	2	99	4	-1	2	-1	1080	1	3.5	12	2	57	2	6	6	2	7	-1	-1	1	4	3	3	-1	1	7	10.5	15	16.5	630	900	990	0	3	3	13.2667	19.7667	21.2667	796	1186	1276	5.76667	6.26667	6.26667	346	376	376	5.76667	7.76667	7.76667	346	466	466	3	2	2	214	214	214	410	475	495	1	0	0	0	0	1	1	3	0
1608	66	126	32	2	2	2	29	29	21	16353	5	1	16375	6	1	23	16335	16335	1	18	0	1	480	300	-3	2	290	470	2322	0	1	2	1	2	1	3	1	4	3	-1	2	-1	390	1	6	9	2	58	3	3	6	5	10	-1	-1	4	3	8	6	-1	8	6	13	6	12	780	360	720	0	4	4	20.8333	16.3333	22.3333	1250	980	1340	4.83333	5.33333	5.33333	290	320	320	4.83333	7.33333	7.33333	290	440	440	2	2	3	170	170	170	565	615	565	1	0	0	0	0	1	2	1	2
1613	67	248	33	22	22	17	33	33	25	16336	2	2	16343	2	2	8	16335	16335	1	1	0	1	420	420	0	1	82	82	389	0	1	2	1	2	2	3	1	4	4	-1	2	-1	720	1	3.5	10	2	15	2	3	4	7	3	-1	-1	5	2	7	8	-1	1	6	12	15	9	720	900	540	0	3	1	13.3667	18.3667	11.3667	802	1102	682	1.36667	1.86667	1.86667	82	112	112	1.36667	3.36667	2.36667	82	202	142	2	4	2	139	139	139	400	315	385	0	1	0	0	0	1	2	1	2
1624	68	79	32	2	2	2	29	29	21	16358	3	14	16361	6	14	4	16335	16335	1	23	0	1	480	300	-3	2	290	470	2322	0	1	2	1	0	1	2	1	4	12	-1	1	960	-1	1	5	13	1	59	1	6	2	3	2	-1	-1	5	4	1	6	-1	7	1	7	9	9	420	540	540	0	3	2	14.8333	18.8333	18.3333	890	1130	1100	4.83333	5.33333	5.33333	290	320	320	4.83333	6.83333	6.33333	290	410	380	3	2	3	170	170	170	405	490	470	1	0	0	0	1	0	2	1	0
1630	69	250	7	16	16	13	17	18	14	16352	4	2	16355	0	20	4	16335	16335	1	17	0	1	480	300	-3	2	299	479	2436	0	1	2	1	2	1	3	1	4	3	-1	1	510	-1	1	6	6	1	60	1	6	6	6	4	-1	-1	7	7	5	8	-1	7	3	11	6	11	660	360	660	0	3	3	18.9833	15.9833	20.9833	1139	959	1259	4.98333	5.48333	5.48333	299	329	329	4.98333	6.98333	6.98333	299	419	419	1	1	3	385	385	385	1100	1040	1155	1	0	0	0	0	1	2	1	2
1654	70	15	34	16	16	13	0	0	0	16338	4	1	16342	1	1	5	16335	16335	1	3	0	1	480	300	-3	2	332	512	2696	0	1	1	2	0	1	2	2	99	3	-1	1	660	-1	1	99	99	99	13	99	99	4	2	5	-1	-1	7	5	2	7	-1	5	2	6	12	11	360	720	660	0	4	2	14.5333	23.0333	21.0333	872	1382	1262	5.53333	6.03333	6.03333	332	362	362	5.53333	8.03333	7.03333	332	482	422	4	2	1	304	304	304	870	780	780	1	0	0	0	1	0	1	2	0
1660	71	135	35	3	3	3	14	15	12	16379	3	1	16387	4	1	9	16335	16335	1	44	0	1	480	300	-3	2	320	500	2542	0	1	2	1	2	1	2	1	4	21	-1	1	420	-1	4	3.5	6	1	13	1	5	4	10	5	-1	-1	1	7	2	7	-1	7	4	9	7	13	540	420	780	0	1	3	17.3333	16.3333	23.3333	1040	980	1400	5.33333	5.83333	5.83333	320	350	350	5.33333	6.33333	7.33333	320	380	440	3	3	4	133	133	133	285	385	350	1	0	0	0	1	0	2	1	2
1758	72	78	36	16	16	13	12	12	10	16429	4	25	16432	0	13	4	16335	16335	1	94	0	1	480	360	-2	2	209	329	1482	0	1	2	1	2	1	2	2	99	2	-1	1	705	-1	2	3.5	12	2	61	2	7	3	7	4	-1	-1	2	4	3	5	-1	3	2	13	14	7	780	840	420	0	3	1	18.4833	21.4833	13.4833	1109	1289	809	3.48333	3.98333	3.98333	209	239	239	3.48333	5.48333	4.48333	209	329	269	4	3	3	258	258	258	390	350	330	1	0	0	0	1	0	2	1	2
1793	73	204	2	4	4	4	5	5	5	16379	3	1	16382	6	1	4	16335	16387	4	-8	1	1	480	480	0	1	58	58	226	0	1	3	1	2	1	3	2	99	6	-1	1	1140	-1	1	3.5	8	2	62	2	6	1	1	1	-1	-1	4	7	1	3	-1	8	2	18	10.5	12	1080	630	720	0	2	2	18.9667	12.9667	14.4667	1138	778	868	0.966667	1.46667	1.46667	58	88	88	0.966667	2.46667	2.46667	58	148	148	2	4	2	69	69	69	200	160	165	1	0	0	0	0	1	3	1	2
1807	74	173	15	16	16	13	25	26	20	16427	2	2	16432	0	2	6	16335	16390	0	37	1	1	480	300	-3	2	320	500	2567	0	1	2	1	2	1	2	2	99	5	-1	1	420	-1	2	5	10	1	63	6	6	6	6	4	-1	-1	7	3	7	7	-1	3	5	9	12	8	540	720	480	0	1	2	17.3333	21.3333	17.8333	1040	1280	1070	5.33333	5.83333	5.83333	320	350	350	5.33333	6.33333	6.83333	320	380	410	2	2	2	338	338	338	610	535	585	1	0	0	0	1	0	2	1	2
1829	75	133	24	13	13	11	5	5	5	16411	0	1	16415	4	1	5	16335	16359	4	52	1	1	360	480	2	0	200	80	1297	0	1	2	1	2	2	1	2	99	7	-1	1	540	-1	2	5	13	1	64	2	9	1	2	7	-1	-1	11	3	3	7	-1	8	7	9	12	12	540	720	720	0	4	4	10.3333	15.8333	15.8333	620	950	950	3.33333	3.83333	3.83333	200	230	230	3.33333	5.83333	5.83333	200	350	350	1	4	1	124	124	124	160	180	180	0	1	0	1	0	0	2	1	2
1873	76	178	37	16	16	13	32	26	24	16343	2	1	16344	3	1	2	16335	16365	3	-22	1	1	480	300	-3	2	320	500	2567	0	1	4	3	0	2	3	1	4	4	-1	2	-1	750	1	6	9	2	65	3	3	5	7	1	-1	-1	5	3	3	1	-1	5	1	13	6	11	780	360	660	0	3	3	21.3333	16.3333	21.3333	1280	980	1280	5.33333	5.83333	5.83333	320	350	350	5.33333	7.33333	7.33333	320	440	440	4	4	4	290	290	290	800	620	835	0	1	0	0	0	1	4	3	0
1886	77	199	34	16	16	13	0	0	0	16358	3	1	16361	6	1	4	16335	16335	1	23	0	1	480	300	-3	2	332	512	2696	0	1	2	1	2	2	3	1	4	5	-1	1	1200	-1	1	2	6	1	66	2	6	11	2	2	-1	-1	4	4	5	8	-1	7	3	10	7	7	600	420	420	0	1	2	18.5333	16.5333	17.0333	1112	992	1022	5.53333	6.03333	6.03333	332	362	362	5.53333	6.53333	7.03333	332	392	422	2	2	2	304	304	304	505	390	415	0	1	0	0	0	1	2	1	2
1959	78	90	38	0	0	0	34	34	26	16380	4	25	16383	0	20	4	16335	16366	4	14	1	1	300	360	1	0	191	131	1037	0	1	4	1	2	1	3	2	99	6	-1	1	510	-1	2	5	11	1	67	1	6	6	4	4	-1	-1	11	5	5	8	-1	5	6	10.5	18	18	630	1080	1080	0	2	2	12.6833	21.6833	21.6833	761	1301	1301	3.18333	3.68333	3.68333	191	221	221	3.18333	4.68333	4.68333	191	281	281	2	4	2	243	243	243	520	610	730	1	0	0	0	0	1	4	1	2
1978	79	95	21	2	2	2	25	26	20	16343	2	3	16348	0	9	6	16335	16379	3	-36	1	1	480	300	-3	2	318	498	2456	0	1	2	1	0	2	3	1	4	8	-1	2	-1	1275	1	3.5	10	1	68	1	6	4	6	10	-1	-1	8	1	6	3	-1	7	6	11	11	6	660	660	360	0	2	3	19.3	20.8	16.3	1158	1248	978	5.3	5.8	5.8	318	348	348	5.3	6.8	7.3	318	408	438	1	2	1	294	294	294	885	665	625	0	1	0	0	0	1	2	1	0
2036	80	45	39	32	26	24	35	35	27	16398	1	26	16405	1	27	8	16335	16335	1	63	0	1	300	300	0	1	171	171	1007	0	1	2	1	2	1	3	2	99	4	-1	1	510	-1	3	6	12	2	69	2	6	2	4	5	-1	-1	8	6	8	1	-1	1	1	16.5	12	16.5	990	720	990	0	2	4	19.35	16.35	21.85	1161	981	1311	2.85	3.35	3.35	171	201	201	2.85	4.35	5.35	171	261	321	4	4	4	137	137	137	360	395	295	1	0	0	0	0	1	2	1	2
2049	81	67	20	19	20	15	2	2	2	16340	6	28	16352	4	14	13	16335	16349	1	-9	1	1	360	480	2	0	254	134	1752	0	1	4	1	2	1	3	2	99	12	-1	2	-1	630	1	5	14	1	70	1	7	2	6	6	-1	-1	4	8	2	3	-1	6	2	10.5	7.5	7.5	630	450	450	0	1	4	12.7333	10.7333	12.2333	764	644	734	4.23333	4.73333	4.73333	254	284	284	4.23333	5.23333	6.73333	254	314	404	1	3	3	182	182	182	440	420	330	1	0	0	0	0	1	4	1	2
2078	82	107	40	34	34	26	35	35	27	16342	1	1	16347	6	1	6	16335	16335	1	7	0	1	360	300	-1	2	138	198	857	0	1	4	1	2	1	3	2	99	1	-1	1	630	-1	1	3.5	10	2	71	2	8	3	5	3	-1	-1	5	1	6	2	-1	2	4	9	14	14	540	840	840	0	1	4	12.3	18.3	19.8	738	1098	1188	2.3	2.8	2.8	138	168	168	2.3	3.3	4.8	138	198	288	4	2	4	132	132	132	190	240	200	1	0	0	0	0	1	4	1	2
2100	83	10	26	32	26	24	5	5	5	16470	3	1	16474	0	1	5	16335	16355	0	115	1	1	300	480	3	0	327	147	2230	0	1	2	1	2	3	1	2	99	3	-1	1	1080	-1	3	3.5	11	2	72	6	3	3	5	7	-1	-1	3	3	7	8	-1	1	6	18	13.5	15	1080	810	900	0	1	4	20.45	16.95	19.95	1227	1017	1197	5.45	5.95	5.95	327	357	357	5.45	6.45	7.95	327	387	477	1	3	3	161	161	161	290	275	275	0	0	1	1	0	0	2	1	2
2114	84	23	29	2	2	2	19	20	15	16345	4	11	16347	6	0	3	16335	16364	2	-19	1	1	480	360	-2	2	236	356	1752	0	1	2	1	2	1	2	2	99	10	-1	1	720	-1	1	3.5	4	2	73	1	6	5	8	2	-1	-1	6	5	7	3	-1	8	1	9	14	8	540	840	480	0	1	1	14.9333	20.9333	14.9333	896	1256	896	3.93333	4.43333	4.43333	236	266	266	3.93333	4.93333	4.93333	236	296	296	4	2	1	182	182	182	465	575	465	1	0	0	0	1	0	2	1	2
2129	85	12	41	17	18	14	36	36	28	16352	4	1	16355	0	1	4	16335	16335	1	17	0	1	300	300	0	1	151	151	923	0	1	2	3	0	1	2	2	99	12	-1	1	1185	-1	2	3.5	10	1	74	2	8	2	6	5	-1	-1	7	2	3	4	-1	7	3	18	10.5	12	1080	630	720	0	1	4	20.5167	14.0167	17.0167	1231	841	1021	2.51667	3.01667	3.01667	151	181	181	2.51667	3.51667	5.01667	151	211	301	4	2	4	149	149	149	225	250	250	1	0	0	0	1	0	2	3	0
2151	86	148	36	16	16	13	12	12	10	16348	0	29	16351	3	8	4	16335	16335	1	13	0	1	480	360	-2	2	209	329	1482	0	1	1	2	0	1	3	2	99	9	-1	2	-1	1050	1	3.5	14	2	75	1	7	2	7	2	-1	-1	1	1	2	2	-1	1	3	11	9	13	660	540	780	0	4	2	16.4833	16.9833	19.9833	989	1019	1199	3.48333	3.98333	3.98333	209	239	239	3.48333	5.98333	4.98333	209	359	299	3	4	3	258	258	258	430	430	330	1	0	0	0	0	1	1	2	0
2154	87	91	10	22	22	17	12	12	10	16344	3	1	16349	1	1	6	16335	16335	1	9	0	1	420	360	-1	2	111	171	656	0	1	2	1	2	3	2	1	1	1	-1	2	-1	1170	4	3.5	9	1	76	2	6	3	1	7	-1	-1	6	5	5	7	-1	7	5	16.5	15	13.5	990	900	810	0	2	4	19.35	19.35	18.85	1161	1161	1131	1.85	2.35	2.35	111	141	141	1.85	3.35	4.35	111	201	261	1	1	3	159	159	159	550	575	525	0	0	1	0	1	0	2	1	2
2159	88	101	1	2	2	2	3	3	3	16337	3	7	16338	4	8	2	16335	16335	1	2	0	1	480	480	0	1	152	152	955	0	1	4	2	0	1	3	2	99	21	-1	2	-1	570	1	5	99	1	77	1	6	6	1	8	-1	-1	2	5	3	2	-1	4	5	16.5	9	12	990	540	720	0	3	4	19.0333	13.5333	17.0333	1142	812	1022	2.53333	3.03333	3.03333	152	182	182	2.53333	4.53333	5.03333	152	272	302	2	4	3	116	116	116	225	200	200	1	0	0	0	0	1	4	2	0
2166	89	175	21	2	2	2	25	26	20	16340	6	2	16360	5	2	21	16335	16335	1	5	0	1	480	300	-3	2	318	498	2456	0	1	4	1	2	1	3	2	99	8	-1	1	510	-1	2	5	99	2	78	2	6	1	4	4	-1	-1	1	1	5	5	-1	6	6	7	6	8	420	360	480	0	1	1	15.3	15.3	17.3	918	918	1038	5.3	5.8	5.8	318	348	348	5.3	6.3	6.3	318	378	378	4	2	1	294	294	294	840	750	930	1	0	0	0	0	1	4	1	2
2189	90	198	28	4	4	4	3	3	3	16428	3	30	16434	2	31	7	16335	16335	1	93	0	1	480	480	0	1	152	152	979	0	1	2	1	2	1	3	2	99	6	-1	2	-1	1020	1	2	99	2	79	2	6	6	3	6	-1	-1	5	7	4	3	-1	3	6	7.5	18	10.5	450	1080	630	0	3	4	10.0333	22.5333	15.5333	602	1352	932	2.53333	3.03333	3.03333	152	182	182	2.53333	4.53333	5.03333	152	272	302	1	2	1	133	133	133	300	335	385	1	0	0	0	0	1	2	1	2
2224	91	34	14	16	16	13	3	3	3	16338	4	1	16340	6	1	3	16335	16335	1	3	0	1	480	480	0	1	118	118	669	0	1	2	1	2	3	2	1	4	99	-1	1	480	-1	2	2	5	2	66	2	7	1	2	7	-1	-1	10	7	8	8	-1	6	4	16.5	13.5	9	990	810	540	0	2	1	18.4667	16.9667	11.9667	1108	1018	718	1.96667	2.46667	2.46667	118	148	148	1.96667	3.46667	2.96667	118	208	178	2	3	4	99	99	99	330	300	255	0	0	1	0	1	0	2	1	2
2229	92	216	2	4	4	4	5	5	5	16447	1	1	16449	3	1	3	16335	16335	1	112	0	1	480	480	0	1	58	58	226	0	1	2	1	2	1	2	1	4	4	-1	1	540	-1	2	5	11	1	80	2	8	3	8	1	-1	-1	4	7	4	5	-1	1	5	9	15	15	540	900	900	0	3	2	9.96667	17.9667	17.4667	598	1078	1048	0.966667	1.46667	1.46667	58	88	88	0.966667	2.96667	2.46667	58	178	148	2	3	4	69	69	69	250	250	180	1	0	0	0	1	0	2	1	2
2258	93	245	42	9	9	8	37	37	29	16450	4	2	16453	0	2	4	16336	16336	2	114	0	1	300	300	0	1	109	109	582	0	1	2	1	2	1	3	1	4	3	-1	1	600	-1	2	3.5	99	2	81	6	6	3	6	5	-1	-1	2	7	3	6	-1	4	3	15	13.5	16.5	900	810	990	0	2	3	16.8167	16.8167	20.3167	1009	1009	1219	1.81667	2.31667	2.31667	109	139	139	1.81667	3.31667	3.81667	109	199	229	2	4	3	115	115	115	265	220	210	1	0	0	0	0	1	2	1	2
2273	94	153	13	24	24	19	14	15	12	16511	2	25	16515	6	13	5	16336	16336	2	175	0	1	300	300	0	1	151	151	857	0	1	3	1	2	1	3	2	99	3	-1	1	450	-1	3	3.5	8	2	82	1	6	2	4	6	-1	-1	2	7	1	5	-1	2	7	12	9	9	720	540	540	0	2	4	14.5167	13.0167	14.0167	871	781	841	2.51667	3.01667	3.01667	151	181	181	2.51667	4.01667	5.01667	151	241	301	1	1	3	111	111	111	285	370	335	1	0	0	0	0	1	3	1	2
2283	95	84	43	16	16	13	21	21	16	16367	5	1	16369	0	1	3	16336	16336	2	31	0	1	480	480	0	1	82	82	456	0	1	1	1	1	1	2	2	4	20	-1	2	720	960	1	3.5	7	1	83	4	6	7	1	4	-1	-1	3	7	1	6	-1	7	1	7.5	10.5	10.5	450	630	630	0	1	3	8.86667	12.8667	13.8667	532	772	832	1.36667	1.86667	1.86667	82	112	112	1.36667	2.36667	3.36667	82	142	202	4	1	2	89	89	89	200	180	155	1	0	0	0	1	0	1	1	1
2289	96	123	3	6	7	6	5	5	5	16401	4	1	16403	6	1	3	16336	16390	0	11	1	1	300	480	3	0	258	78	1760	0	1	2	1	2	1	2	2	99	4	-1	2	-1	780	2	3.5	12	2	84	4	7	2	1	3	-1	-1	9	7	6	1	-1	1	2	18	18	13.5	1080	1080	810	0	3	2	19.3	21.3	16.3	1158	1278	978	4.3	4.8	4.8	258	288	288	4.3	6.3	5.8	258	378	348	1	1	2	125	125	125	180	180	200	1	0	0	0	1	0	2	1	2
